title,authors,description,categories
The Chronicles of Narnia: Kursi Perak (The Silver Chair),['C.S. Lewis'],"Narnia… tanah tempat raksasa merusak… dengan kejahatan yang menimpakan kutukan… dan sihir menjadi penguasa. Melalui bahaya-bahaya luar biasa dan guagua dalam nan gelap, dua sahabat dikirim untuk menyelamatkan seorang pangeran yang tertawan. Tapi misi mereka ke Dunia Bawah membuat mereka berhadapan langsung dengan penyihir yang jauh lebih cantik dan berbahaya daripada yang pernah mereka bayangkan.",['Young Adult Fiction']
The Chronicles of Narnia - Part 3,['N/A'],Lucy and Edmund Pevensie return to Narnia with their cousin Eustace where they meet up with Prince Caspian for a trip across the sea aboard the royal ship The Dawn Treader. Along the way they encounter dragons dwarves merfolk and a band of lost warriors before reaching the edge of the world.,['N/A']
"British Children's Writers, 1914-1960","['Donald R. Hettinga', 'Gary D. Schmidt']","Essays on authors and poets in this volume represent some of the best-known writers of children's literature in the twentieth century. This period is marked by certain characteristics, such as stories of groups of children bonded together, the emergence of strong female protagonists, the ""career books"", and a consciously subdued presence of pain and suffering. Many of these works are valued for the window they provided upon a culture now gone",['Biography & Autobiography']
"English Fiction, 1900-1950: Individual authors, Joyce to Woolf",['Thomas Jackson Rice'],"Three criteria were used to determine who among the scores of British writers of fiction, flourishing during the years 1900-1950, would be represented in this research guide. Included are: (1) all generally acknowledged major novelists ; (2) all major men of letters who have made a significant contribution to modern fiction ; (3) all minor writers who have attracted a significant amount of bibliographical, biographical, or critical commentary and who have contributed significantly to the development of modern long and short fiction in Britain.",['Reference']
The Heart of The Chronicles of Narnia,['Thomas Myron Williams'],"Using exciting biblical parallels, this companion book leads readers into an understanding of Christ and what He did for them by explaining the deeper lessons of ""The Chronicles of Narnia.""",['Literary Criticism']
The Chronicles of Narnia Pop-up,['C. S. Lewis'],C. S. Lewis's classic Narnia books spring to life in the hands of award-winning paper engineer Robert Sabuda. Each of the seven books in the series has its own pop-up spread rendered in spectacular detail with stunning special effects. Experience a different adventure from Narnia on every spread in this beautiful addition to the Narnia library—sure to enchant fans of both C. S. Lewis and Robert Sabuda.,['Juvenile Fiction']
The Chronicles of Narnia (Songbook),['N/A'],"(Easy Piano Songbook). Easy arrangements of 8 selections from the Walt Disney Pictures and Walden Media hit movie, with music composed by Harry Gregson-Williams. Includes: Can't Take It In * Evacuating London * Father Christmas * Lucy Meets Mr. Tumnus * A Narnia Lullaby * Where * Winter Light * Wunderkind.",['Music']
The Narnia Cookbook,['Douglas Gresham'],"A collection of recipes devised from some of the foods mentioned in the Chronicles of Narnia, along with a history of the dishes and anecdotes from Lewis's life.",['Juvenile Fiction']
Believing in Narnia,['Natalie Gillespie'],"Shows the Christian message within The Chronicles of Narnia® To coincide with the release of Prince Caspian, this book helps kids ages 7-11, understand the symbolism of the Christian faith written by C.S. Lewis in the Chronicles of Narnia series. Christian concepts are simply explained, along with excerpts from the Narnia books. Each section of the book explains the characters, events, places, and themes and gives insight in the spiritual parallels. Kids, parents, teachers and ministers will all find this to be a great tool for use in preparing to see the movie.",['Juvenile Nonfiction']
Quest for the Lost Lords,['N/A'],"Aboard the Dawn Treader in Narnia, Edmund, Lucy and Eustace search for the seven lost lords exiled by King Caspian's uncle.",['Narnia (Imaginary place)']
A Family Guide to Narnia,['Christin Ditchfield'],"Do you read The Chronicles of Narnia sensing that the stories are full of biblical parallels, even if you're not always sure what they are or where to find them? This user-friendly companion to The Chronicles of Narnia is written for C. S. Lewis readers like you who want to discover the books' biblical and Christian roots. Read it, and you'll find that this chapter-by-chapter, book-by-book examination of The Chronicles will widen your spiritual vision.",['Religion']
The Keys to the Chronicles,['Marvin D. Hinten'],"Presents an examination of the symbolism and allegory contained in C.S. Lewis's Chronicles of Narnia, explaining the meanings and messages and the allusions the worlds of biblical and mythological literature.",['Literary Criticism']
The Chronicles of Narnia - Prince Caspian (Songbook),['N/A'],"(Piano/Vocal/Guitar Songbook). All nine songs from the soundtrack to the fantasy film follow-up to The Lion, The Witch and The Wardrobe , featuring music from composer Harry Gregson-Williams, as well as Regina Spektor (""The Call"") and Switchfoot (""This Is Home""). Also features great full-color scenes from the film. Includes: Arrival at Aslan's How * A Dance 'Round the Memory Tree * The Door in the Air * Journey to the How * The Kings and Queens of Old * Lucy * Return of the Lion.",['Music']
The Silver Chair,['C. S. Lewis'],"A prince imprisoned - a country in peril A beautiful paperback edition of The Silver Chair, book six in the classic fantasy series, The Chronicles of Narnia. This edition is complete with cover and interior art by the original illustrator, Pauline Baynes. Through dangers untold and caverns deep and dark, a noble band of friends is sent to rescue a prince held captive. But their mission to Underland brings them face-to-face with an evil more beautiful and more deadly than they ever expected. Enter a land where enchantment rules in The Silver Chair, the sixth book in C. S. Lewis's classic fantasy series. For over sixty years it has been drawing readers of all ages into a magical land with unforgettable characters. This is a complete stand-alone read, but if you want to discover what happens in the final days of Narnia, read The Last Battle, the seventh and concluding book in The Chronicles of Narnia.",['Juvenile Fiction']
"A Christian Teacher’s Guide to the Chronicles of Narnia, Grades 2 - 5",['Christin Ditchfield'],"Have fun with faith using A Christian Teacher's Guide to The Chronicles of Narnia for grades 2–5! This 240-page book teaches the Christian significance of The Chronicles of Narnia series through traditional language arts exercises that emphasize the biblical parallels in C.S. Lewis’ work. The book includes ideas for journals, book reports, debates, just-for-fun puzzles, recipes, and party ideas.",['Juvenile Nonfiction']
Companion to Narnia,['Paul F Ford'],"C.S. Lewis's Chronicles of Narnia have transported millions of readers to a magical realm of adventure and wisdom. Now, Paul Ford offers readers of all ages a deeper appreciation and understanding of Lewis's beloved tales. Hundreds of characters, places, and events are clearly illuminated.",['N/A']
Das Lied von Eis und Feuer 01,['George R.R. Martin'],"Der Einstieg in die größte Fantasy-Saga unserer Zeit in vollständig überarbeiteter Neuausgabe! Eddard Stark, der Herr von Winterfell, wird an den Hof seines Königs gerufen, um diesem als Berater und Vertrauter zur Seite zu stehen. Doch Intriganten, Meuchler und skrupellose Adlige scharen sich um den Thron, deren Einflüsterungen der schwache König nichts entgegenzusetzen hat. Während Eddard sich von mächtigen Feinden umringt sieht, steht sein Sohn, der zukünftige Herrscher des Nordens, einer uralten finsteren Macht gegenüber. Die Zukunft des Reiches hängt von den Herren von Winterfell ab. Der erste Band zur Serien-Sensation GAME OF THRONES! Alle Bände von »Das Lied von Eis und Feuer«: Band 1: Die Herren von Winterfell Band 2: Das Erbe von Winterfell Band 3: Der Thron der Sieben Königreiche Band 4: Die Saat des goldenen Löwen Band 5: Sturm der Schwerter Band 6: Die Königin der Drachen Band 7: Zeit der Krähen Band 8: Die dunkle Königin Band 9: Der Sohn des Greifen Band 10: Ein Tanz mit Drachen",['Fiction']
Feuer und Blut - Erstes Buch,['George R.R. Martin'],"Wie alles begann! Die packende Vorgeschichte um die Herrschaft des Königshauses Targaryen. Was für Tolkiens Leser das Silmarillion ist, ist für die George R.R. Martin-Fans »Feuer und Blut«. Die epische Vorgeschichte von »Das Lied von Eis und Feuer«, bekannt als TV-Serienhit »Game of Thrones«, erzählt den Aufstieg und Fall des Hauses Targaryen. Das Buch spielt drei Jahrhunderte, bevor Martins berühmte Westeros-Saga beginnt, nämlich als Aegon Targaryen mit seinen Schwestergemahlinnen und ihren drei Drachen den Kontinent Westeros eroberte. 280 Jahre währte die Herrschaft seiner Nachkommen. Sie überstanden Rebellion und Bürgerkrieg – bis Robert Baratheon den irren König Aerys II. vom Eisernen Thron stürzte. Dies ist die Geschichte des großen Hauses Targaryen, niedergeschrieben von Erzmaester Gyldayn, transkribiert von George R.R. Martin. Als »House of the Dragon« von HBO verfilmt – Weltpremiere am 21. August 2022!",['Fiction']
Das Lied von Eis und Feuer von George R.R. Martin (Lektürehilfe),"['Sybille Mortier', 'derQuerleser,']","Das Lied von Eis und Feuer von George R. R. Martin – Endlich verständlich mit der Lektürehilfe von derQuerleser.de! Diese klare und zuverlässige Analyse von George R. R. Martins Das Lied von Eis und Feuer aus dem Jahre 1996 hilft Dir dabei, den Bestseller schnell in seinen wichtigsten Punkten zu erfassen. Die großen Familien von Westeros stehen sich in einem endlosen Machtkampf gegenüber, der von Intrigen, Verrat, Liebe und Ehre bestimmt wird. In Martins ersten Romanen Die Herren von Winterfell und Das Erbe von Winterfell zeigt sich bereits der unverkennbare Stil des Autors, der die gesamte Leserschaft in Atem hält und sich fragen lässt, welcher Charakter als nächstes sterben wird. In dieser Lektürehilfe sind enthalten: • Eine vollständige Inhaltsangabe • Eine übersichtliche Analyse der Hauptfiguren mit interessanten Details • Eine leicht verständliche Interpretation der wesentlichen Themen • Fragen zur Vertiefung Warum derQuerleser.de? Egal ob Du Literaturliebhaber mit wenig Zeit zum Lesen, Lesemuffel oder Schüler in der Prüfungsvorbereitung bist, die Analysereihe derQuerleser.de bietet Dir sofort zugängliches Wissen über literarische Werke – ganz klassisch als Buch oder natürlich auf Deinem Computer, Tablet oder Smartphone! Viele unserer Lektürehilfen enthalten zudem Verweise auf Sekundärliteratur und Adaptionen, die die Übersicht sinnvoll ergänzen. Literatur auf den Punkt gebracht mit derQuerleser.de!",['Study Aids']
Westeros,"['George R.R. Martin', 'Elio M. Garcia, Jr.', 'Linda Antonsson']","Um eine fantastische Welt lebendig erscheinen zu lassen, benötigt sie eine Vergangenheit. Daher erschuf Bestsellerautor George R.R. Martin den fiktiven Kontinent Westeros, auf dem sein Meisterwerk Das Lied von Eis und Feuer / Game of Thrones spielt, in jahrelanger Detailarbeit. Dieser prachtvoll ausgestattete Bildband präsentiert erstmals die Geschichte von Westeros – beginnend in der Zeit, in der die ersten Menschen den Kontinent betraten, über die Ankunft von Aegon dem Eroberer und seinen Drachen bis zu Robert Baratheons Rebellion gegen den wahnsinnigen König Aerys II. Targaryen. Damit ist WESTEROS – Die Welt von Eis und Feuer der wahre Prolog der erfolgreichsten Fantasyserie unserer Zeit.",['Fiction']
Das Lied des Eisdrachen,['George R.R. Martin'],"Ein Drache, der die Herzen der jungen Fantasy-Leser im Sturm erobern wird! Adara ist ein Winterkind, geboren in der eisigsten Nacht seit Menschengedenken. Und Adara ist anders: Sie liebt die Kälte, das Eis, die Stille. Ihr einziger Freund ist ein kristallblauer Drache, der sie winters besucht. Als eines Tages feindliche Drachenkämpfer Adaras Heimat bedrohen, ist es die Freundschaft zwischen Winterkind und Eisdrachen, die das Leben ihrer Familie rettet ... • Vom Großmeister der Fantasy und Schöpfer der preisgekrönten Saga „Das Lied von Eis und Feuer“ • Märchenhaft illustriert • Eine Geschichte über Freundschaft, Loyalität und Tapferkeit Der Titel ist unter dem Namen ""Adara und der Eisdrache"" bereits im Taschenbuch erschienen.",['Juvenile Fiction']
"Die Philosophie bei ""Game of Thrones""",['Henry Jacoby'],"Wenn eine Geschichte jemals nach einer philosophischen Betrachtung verlangt hat, dann ist es ""Das Lied von Eis und Feuer"". Denn nie waren Intrigen, Politik und Macht komplexer und spannender miteinander verstrickt als in diesem Fantasy-Epos. George R. R. Martin lehnt die klassische Rollenaufteilung von Protagonisten gegen Antagonisten ab. Gerade weil es in dieser Geschichte keine klassische Unterteilung in Gut und Böse gibt, ist eine philosophische Untersuchung der Beweggründe der Personen für ihr Handeln interessant. Ist Familie oder Rache wichtiger? Wer sollte die Sieben Königreiche regieren? Darf man um der Ehre willen einen Krieg riskieren? Warum sollte der Gewinner des Throns noch moralisch handeln? ""Die Philosophie bei Game of Thrones"" beantwortet all diese Fragen mit Hilfe der Theorien von Aristoteles, Plato, Descartes und Machiavelli. Das Buch eignet sich hervorragend als Einführung in die verschiedenen philosophischen Theorien und gibt einen tieferen Einblick in die Welt von Game of Thrones.",['Philosophy']
George R. R. Martin's A Game of Thrones 5-Book Boxed Set (Song of Ice and Fire Series),['George R. R. Martin'],"For the first time, all five novels in the epic fantasy series that inspired HBO’s Game of Thrones are together in one eBook bundle. An immersive entertainment experience unlike any other, A Song of Ice and Fire has earned George R. R. Martin—dubbed “the American Tolkien” by Time magazine—international acclaim and millions of loyal readers. Now this bundle collects the entire monumental cycle in the most convenient format available: A GAME OF THRONES A CLASH OF KINGS A STORM OF SWORDS A FEAST FOR CROWS A DANCE WITH DRAGONS “One of the best series in the history of fantasy.”—Los Angeles Times Winter is coming. Such is the stern motto of House Stark, the northernmost of the fiefdoms that owe allegiance to King Robert Baratheon in far-off King’s Landing. There Eddard Stark of Winterfell rules in Robert’s name. There his family dwells in peace and comfort: his proud wife, Catelyn; his sons Robb, Brandon, and Rickon; his daughters Sansa and Arya; and his bastard son, Jon Snow. Far to the north, behind the towering Wall, lie savage Wildings and worse—unnatural things relegated to myth during the centuries-long summer, but proving all too real and all too deadly in the turning of the season. Yet a more immediate threat lurks to the south, where Jon Arryn, the Hand of the King, has died under mysterious circumstances. Now Robert is riding north to Winterfell, bringing his queen, the lovely but cold Cersei, his son, the cruel, vainglorious Prince Joffrey, and the queen’s brothers Jaime and Tyrion of the powerful and wealthy House Lannister—the first a swordsman without equal, the second a dwarf whose stunted stature belies a brilliant mind. All are heading for Winterfell and a fateful encounter that will change the course of kingdoms. Meanwhile, across the Narrow Sea, Prince Viserys, heir of the fallen House Targaryen, which once ruled all of Westeros, schemes to reclaim the throne with an army of barbarian Dothraki—whose loyalty he will purchase in the only coin left to him: his beautiful yet innocent sister, Daenerys. “Long live George Martin . . . a literary dervish, enthralled by complicated characters and vivid language, and bursting with the wild vision of the very best tale tellers.”—The New York Times",['Fiction']
"A Game of Thrones (A Song of Ice and Fire, Book 1)",['George R.R. Martin'],"HBO’s hit series A GAME OF THRONES is based on George R. R. Martin’s internationally bestselling series A SONG OF ICE AND FIRE, the greatest fantasy epic of the modern age. A GAME OF THRONES is the first volume in the series.",['Fiction']
"Menschen, Macht und Mauern","['Ludmila Lutz-Auras', 'Pierre Gottschlich']","Dieser Sammelband vereint unterschiedliche Aspekte von Mauern und Grenzen. Beispiele für physische und psychische, historische und moderne, bestehende und überwundene sowie reale und imaginierte Mauern werden in ihrem Verhältnis zu den Menschen und zur Macht exemplarisch vorgestellt und analysiert. Zu den behandelten Themen zählen unter anderem ein Grenzzaun im Südlichen Afrika, die Grenze im frühmittelalterlichen Kastilien, der Bau und Fall der Mauer an der Universität Rostock, die Chinesische Mauer, der lange Schatten der Mauer bei Ost-West-Vergleichen, die Kreml-Mauer als Ort der kollektiven Erinnerung sowie die Große Mauer in Game of Thrones.",['Social Science']
George R.R. Martin's A Clash of Kings (Vol. 2) #9,"['George R.R. Martin', 'Landry Walker']","The threat of war looms high at King's Landing, leaving Tyrion little time to deal with the enemies without…not to mention those planning treacheries within. Sansa is questioned by Cersei about her readiness to become Joffrey’s wife. Meanwhile, far from the struggles in the South, Jon Snow faces an entirely different army – the wildlings of the North are marching, and there is little that can stop them. Join us once more for another exciting chapter of George R.R. Martin’s – A Clash of Kings.",['Comics & Graphic Novels']
Game-of-Thrones-Bundle (Das Lied von Eis und Feuer),['George R.R. Martin'],"»Das ist erstklassige Fantasyliteratur. Ich kann mir kein größeres Lesevergnügen vorstellen.« Denis Scheck Ein noch nie dagewesenes Leseerlebnis auf mehreren tausend Seiten: Alle bislang erschienenen deutschen Bände von »Game of Thrones« (oder auch bekannt unter »Das Lied von Eis und Feuer«) werden erstmals zusammen in einem E-Book-Bundle vereint. Wer George R.R. Martin und sein weltberühmtes Epos noch nicht kennt, kann mit nur einem E-Book in die wichtigste und beste Fantasy-Saga der Gegenwart einsteigen und ohne Unterbrechung erleben, wie Haus Stark, Haus Lennister, Haus Baratheon und Haus Targaryen um den Eisernen Thron von Westeros ringen. Enthalten sind alle Bände von »Das Lied von Eis und Feuer« sowie Karten der Schauplätze und ein gebündelter Anhang: Band 1: Die Herren von Winterfell Band 2: Das Erbe von Winterfell Band 3: Der Thron der Sieben Königreiche Band 4: Die Saat des goldenen Löwen Band 5: Sturm der Schwerter Band 6: Die Königin der Drachen Band 7: Zeit der Krähen Band 8: Die dunkle Königin Band 9: Der Sohn des Greifen Band 10: Ein Tanz mit Drachen (analog zu den 5 Büchern der amerikanischen Originalausgabe)",['Fiction']
The World of Ice and Fire: The Untold History of Westeros and the Game of Thrones,"['George R.R. Martin', 'Elio M. Garcia Jr.', 'Linda Antonsson']",The never-before-seen history of Westeros and the lands beyond. With hundreds of pages of all-new material from George R.R. Martin.,['Fiction']
A Song of Ice and Fire,['George R. R. Martin'],"As the Seven Kingdoms face a generation-long winter, rival families battle over control of the Iron Throne, while preternatural forces and barbarian hordes threaten the land.",['Fiction']
"Gewalt, Götter und Intrigen - Die Welt von Game of Thrones",['Stefan Servos'],"Mit seiner Romanreihe DAS LIED VON EIS UND FEUER hat George R. R. Martin das Tor zu einer bisher ungekannten Fantasywelt aufgestoßen. Die gesellschaftlichen Intrigen und politischen Ränkespiele zwischen den Königshäusern sind unübertroffen perfide und grausam. Dabei verstößt Martin gegen alle gängigen Regeln der Fantasy-Erzählkunst: Hunderte von Charakteren und Dutzende Erzählstränge sowie die plötzlichen Tode beliebter Hauptcharaktere machen es nicht einfach, der Handlung zu folgen. Spätestens mit der Umsetzung als aufwändige Fernsehserie durch HBO hat GAME OF THRONES einen weltweiten Kult ausgelöst, wie es vorher nur Tolkien mit DER HERR DER RINGE geschafft hat. Aber was ist so faszinierend an diesem finsteren Epos? Welche Rolle spielen Sex, Macht und Gewalt in Westeros? Und auf welchen historischen und religiösen Grundlagen basiert die Erzählung wirklich? Journalist und Autor Stefan Servos ist dem Geheimnis des Mythos GAME OF THRONES auf die Spur gegangen.",['Performing Arts']
George R.R. Martin's A Clash of Kings (Vol. 2) #11,"['George R.R. Martin', 'Landry Walker']","Theon is haunted by the crimes he has committed in Winterfell, the true, horrifying nature of which have yet to be fully revealed. Meanwhile, across the sea Daenerys' life is at risk as she comes face to face with a Sorrowful Man. Can she survive unscathed, or will her future be reshaped by an encounter with two men who watch her from the shadows? Another breathtaking visual adaptation of George R. R. Martin’s stunning epic – A Clash of Kings",['Comics & Graphic Novels']
Glaubenskultur und Lebenskunst,['Wilfried Engemann'],"English summary: Glaubenskultur und Lebenskunst"" (culture of faith and the art of living) and addresses many issues crucial to contemporary theology. Focusing on the life-promoting aspects of traditions, contents and forms of religious practice of Christianity, it highlights anthropological premises and perspectives, which also affect the conception of religious services, the interpretation of biblical scriptures or the understanding of human freedom. Christian Theology should make the category of ""a life of faith"" plausible in such a way that people are not forced to choose between enjoying being human or being religious, but experience to appear as human beings through faith. Given the many burdens that Christian culture of faith is charged with - ranging from naive fundamentalism to a self-destructive religious practice - it is the task of theology - in dialogue with other humanities and life sciences - to make a ""life of faith"" credible as an ethically reasonable category of human existence that corresponds to human dignity and strengthens human freedom. German description: Dieser Band behandelt Fragen, die fur eine zeitgenossische Theologie von grossem Gewicht sind. Die Beitrage stellen die Lebensdienlichkeit der Traditionen, Inhalte und Formen der religiosen Praxis des Christentums in den Mittelpunkt der Betrachtung. Damit kommen anthropologische Pramissen und Perspektiven in den Blick, die auch die Konzeption von Gottesdiensten, die Auslegung biblischer Texte oder das Verstandnis menschlicher Freiheit betreffen. Christliche Theologie muss die Kategorie eines Lebens aus Glauben so plausibilisieren, dass sich Menschen nicht vor der Alternative sehen, entweder gerne Mensch oder religios zu sein, sondern die Erfahrung machen, im Glauben als Mensch zum Vorschein zu kommen.",['Religion']
Das Lied von Eis und Feuer 03,['George R.R. Martin'],"Nach dem Tod seines Vaters ist es an dem erst fünfzehnjährigen Robb Stark, die Herrschaft über Winterfell und damit über den ganzen Norden von Westeros anzutreten. Robb kämpft noch um die Anerkennung und den Respekt seiner Untertanen, da bricht im Reich ein Bürgerkrieg aus. Für Robb stellt sich allerdings kaum die Frage, auf welcher Seite er kämpfen wird, denn der junge König Joffrey Baratheon hält seine Schwestern als Geisel. Und während das Reich zerbricht, wächst im eisigen Norden eine viel größere Gefahr heran ...",['Fiction']
"Game of Thrones - Das Lied von Eis und Feuer, Bd. 4","['George R. R. Martin', 'Daniel Abraham']","Die große Comic-Adaption von George R. R. Martins Bestseller-Fantasy-Epos aus Büchern und TV! Die Lennisters ziehen gegen Robb Stark in den Krieg, schlechte Nachrichten machen die Runde bis Winterfell und zur Mauer - Jon Schnee bricht seinen Eid! Und während am anderen Ende der Welt Träume in Flammen aufgehen, beginnt im Feuer zugleich ein neues Zeitalter. Das große Fantasy-Epos als Graphic Novel",['Comics & Graphic Novels']
Das Lied von Eis und Feuer 09,['George R.R. Martin'],"Der Kampf um den eisernen Thron geht weiter ... Die heißersehnte Fortsetzung des größten Epos unserer Zeit! Die Sieben Königreiche zerfallen weiter im Machtkampf der großen Adelshäuser, die einander eifersüchtig belauern in ihrer Gier nach dem Eisernen Thron. Einigkeit finden sie nur in ihrem Misstrauen gegen Daenerys Targaryen, der rechtmäßigen Erbin der Krone. Gemeinsam mit ihren drei Drachen und einer stetig wachsenden Armee greift sie vom Osten aus nach der Herrschaft über Westeros. Die größte Gefahr droht derweil jedoch aus dem Norden, wo schreckliche Geschöpfe sich erheben, um die Menschen des Südens zu überrennen. Allein Kommandant Jon Schnee und seine wenigen tapferen Männer von der Nachtwache stemmen sich verzweifelt gegen diese finstere Übermacht ...",['Fiction']
Medievalism in A Song of Ice and Fire and Game of Thrones,['Shiloh Carroll'],"Game of Thrones is famously inspired by the Middle Ages - but how ""authentic"" is the world it presents? This volume offers different angles to the question. One of the biggest attractions of George R.R. Martin's high fantasy series A Song of Ice and Fire, and by extension its HBO television adaptation, Game of Thrones, is its claim to historical realism. The author, thedirectors and producers of the adaptation, and indeed the fans of the books and show, all lay claim to Westeros, its setting, as representative of an authentic medieval world. But how true are these claims? Is it possible to faithfully represent a time so far removed from our own in time and culture? And what does an authentic medieval fantasy world look like? This book explores Martin's and HBO's approaches to and beliefs about the Middle Ages and how those beliefs fall into traditional medievalist and fantastic literary patterns. Examining both books and programme from a range of critical approaches - medievalism theory, gender theory, queer theory, postcolonial theory, andrace theory - Dr Carroll analyzes how the drive for historical realism affects the books' and show's treatment of men, women, people of colour, sexuality, and imperialism, as well as how the author and showrunners discuss these effects outside the texts themselves. SHILOH CARROLL teaches in the writing center at Tennessee State University.",['Literary Criticism']
Interdisciplinary Essays on Cannibalism,['Giulia Champion'],"Interdisciplinary Essays on Cannibalism: Bites Here and There brings together a range of works exploring the evolution of cannibalism, literally and metaphorically, diachronically and across disciplines. This edited collection aims to promote a conversation on the evolution and the different uses of the tropes and figures of cannibalism, in order to understand and deconstruct the fascination with anthropophagy, its continued afterlife and its relation to different disciplines and spaces of discourse. In order to do so, the contributing authors shed a new light not only on the concept, but also propose to explore cannibalism through new optics and theories. Spanning 15 chapters, the collection explores cannibalism across disciplines and fields from Antiquity to contemporary speculative fiction, considering history, anthropology, visual and film studies, philosophy, feminist theories, psychoanalysis and museum practices. This collection of thoughtful and thought-provoking scholarly contributions suggests the importance of cannibalism in understanding human history and social relations.",['Literary Criticism']
Fantasy and Myth in the Anthropocene,"['Marek Oziewicz', 'Brian Attebery', 'Tereza Dedinová']","The first study to look at the intersection of the discourse of the Anthropocene within the two highly influential storytelling modes of fantasy and myth, this book shows the need for stories that articulate visions of a biocentric, ecological civilization. Fantasy and myth have long been humanity's most advanced technologies for collective dreaming. Today they are helping us adopt a biocentric lens, re-kin us with other forms of life, and assist us in the transition to an ecological civilization. Deliberately moving away from dystopian narratives toward anticipatory imaginations of sustainable futures, this volume blends chapters by top scholars in the fields of fantasy, myth, and Young Adult literature with personal reflections by award-winning authors and illustrators of books for young audiences, including Shaun Tan, Jane Yolen, Katherine Applegate and Joseph Bruchac. Chapters cover the works of major fantasy authors such as J. R. R. Tolkien, Terry Prachett, J. K. Rowling, China Miéville, Barbara Henderson, Jeanette Winterson, John Crowley, Richard Powers, George R. R. Martin and Kim Stanley Robinson. They range through narratives set in the UK, USA, Nigeria, Ghana, Pacific Islands, New Zealand and Australia. Across the chapters, fantasy and myth are framed as spaces where visions of sustainable futures can be designed with most detail and nuance. Rather than merely criticizing the ecocidal status quo, the book asks how mythic narratives and fantastic stories can mobilize resistance around ideas necessary for the emergence of an ecological civilization.",['Literary Criticism']
Das Science Fiction Jahr 2015,"['Hannes Riffel', 'Sascha Mamczak']","Von 1986 bis 2014 sind im Heyne Verlag stolze neunundzwanzig Ausgaben des sekundärliterarischen SF-Kompendiums ""Das Science Fiction Jahr"" erschienen. Ab 2015 wird diese Tradition im Golkonda Verlag fortgesetzt, wobei, wie beim Staffellauf, der Stab fliegend und möglichst ohne Zeit- und Qualitätsverlust weitergereicht wird: Die bisherigen Herausgeber werden uns erhalten bleiben, und auch sonst werden wir eng mit dem Heyne-Team zusammenarbeiten. Highlights der Ausgabe 2015 sind ein Interview mit Andy Weir, dem Autor von ""Der Marsianer""; Dietmar Dath schwärmt für die neuesten Werke des australischen Hard-SF-Autors Greg Egan; Kameron Hurley macht sich in ihrem mit dem Hugo Award ausgezeichneten Essay ›We Have Always Fought‹ Gedanken über das Frauenbild in der SF; Hardy Kettlitz schreibt über Captain Future und die Anfänge der Space Opera; Ken Liu berichtet über SF in China; Simon Spiegel hat sich den Kinoblockbuster ""Interstellar"" angesehen; und vieles mehr! Darüber hinaus wird in einzelnen Rezensionsblöcken das ganze Spektrum der Science Fiction ausgeleuchtet: Literatur, Film, Comic, Games und Hörspiele. Eine Bibliographie der 2014 erschienenen SF (und nur dieser) sowie eine Übersicht der 2014 verliehenen SF-Preise und ein Nekrolog runden den Band ab.",['Reference']
Android Tablets & Smartphones,['Günter Born'],"Android Tablets und Smartphones erfreuen sich großer Beliebtheit: Sie sind handliche, leichte und doch leistungsfähige Geräte mit einem eigenen Betriebssystem: Android. So praktisch diese mobilen Geräte auch sind, ihre Bedienung ist zunächst ungewohnt – insbesondere für weniger geübte Nutzer. Mit diesem praktischen Ratgeber finden Sie sich schnell zurecht und können Schritt für Schritt nachvollziehen, wie Sie Ihr Handy oder Ihr Tablet mit Android einrichten,wie Sie surfen, Fotos machen, Kurznachrichten und E-Mails verschicken, die Einsatzmöglichkeiten Ihres Geräts durch neue Apps erweitern und vieles mehr. Dieses Buch beschreibt die Bedienung von Smartphones und Tablet PCs mit den Android-Versionen 7 und 8. Das Buch kann jedoch auch für Geräte, auf denen ältere Android-Betriebssysteme wie etwa Android 6 laufen, genutzt werden, denn vieles ist hier sehr ähnlich. Ihr Android-Gerät kennenlernen Ihr Gerät bedienen Apps kaufen & verwalten Surfen & Internet E-Mail-Grundlagen Termine & Notizen Fotos machen & bearbeiten E-Books lesen Musik hören Videos anschauen Telefonieren & Skype Geräte-Einstellungen anpassen Glossar",['Computers']
e-Pedia: Game of Thrones (season 6),['Wikipedia Contributors'],"This carefully crafted ebook is formatted for your eReader with a functional and detailed table of contents. The sixth season of the fantasy drama television series Game of Thrones premiered on HBO on April 24, 2016, and concluded on June 26, 2016. It consists of ten episodes, each of approximately 50–60 minutes, largely of original content not found in George R. R. Martin's A Song of Ice and Fire series. Some material is adapted from the upcoming sixth novel The Winds of Winter and the fourth and fifth novels, A Feast for Crows and A Dance with Dragons. The series was adapted for television by David Benioff and D. B. Weiss. HBO ordered the season on April 8, 2014, together with the fifth season, which began filming in July 2015 primarily in Northern Ireland, Spain, Croatia, Iceland and Canada. Each episode cost over $10 million. This book has been derived from Wikipedia: it contains the entire text of the title Wikipedia article + the entire text of all the 593 related (linked) Wikipedia articles to the title article. This book does not contain illustrations. e-Pedia (an imprint of e-artnow) charges for the convenience service of formatting these e-books for your eReader. We donate a part of our net income after taxes to the Wikimedia Foundation from the sales of all books based on Wikipedia content.",['Reference']
